Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,8,6506706,3453580,3053126,4295065,2417245,1877820,327084,165187,161897,3967981,2252058,1715923,26574,14933,11641,3940251,2236478,1703773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,647,509
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,9,3386278,1778582,1607696,2528102,1399306,1128796,123353,58442,64911,2404749,1340864,1063885,13030,7106,5924,2157528,1202068,955460,233701,131402,102299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,288,202
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,10,6989425,3805802,3183623,4928822,2865337,2063485,176606,82880,93726,4752216,2782457,1969759,29354,16690,12664,3433116,1992479,1440637,1288931,772776,516155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,512,303
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,11,2663137,1430368,1232769,2046117,1168260,877857,50021,21705,28316,1996096,1146555,849541,11434,6608,4826,992442,560109,432333,991902,579649,412253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,189,129
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,12,5738274,3120058,2618216,4003330,2367764,1635566,88010,37288,50722,3915320,2330476,1584844,22552,12996,9556,1388236,806913,581323,2149090,1299366,849724,354865,210866,143999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,335,242
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,13,3047586,1585504,1462082,2127115,1219649,907466,35053,13231,21822,2092062,1206418,885644,11331,6452,4879,400255,222510,177745,1162763,681028,481735,517397,296230,221167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,198,118
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,14,3872012,2044323,1827689,2406828,1438888,967940,36544,13942,22602,2370284,1424946,945338,13551,7903,5648,286494,166616,119878,973910,591058,382852,1095960,659132,436828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,237,132
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,15,3894270,2193030,1701240,2093499,1335377,758122,30754,12602,18152,2062745,1322775,739970,12390,7813,4577,152972,96074,56898,575826,372952,202874,896664,594613,302051,424515,251071,173444,0,0,0,0,0,0,0,0,0,0,0,0,378,252,126
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,16,3727299,2033407,1693892,1787336,1127171,660165,25105,9944,15161,1762231,1117227,645004,10712,6606,4106,88636,54192,34444,291300,183627,107673,670855,455632,215223,700296,416895,283401,0,0,0,0,0,0,0,0,0,0,0,0,432,275,157
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,17,2052690,1134353,918337,946128,602840,343288,12026,4689,7337,934102,598151,335951,5787,3893,1894,32092,19625,12467,91270,57564,33706,261733,187156,74577,542769,329570,213199,0,0,0,0,0,0,0,0,0,0,0,0,451,343,108
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,18,4770256,2757926,2012330,1596184,1090347,505837,24714,10665,14049,1571470,1079682,491788,11172,7645,3527,61949,39679,22270,132730,89749,42981,354857,273486,81371,486355,361868,124487,520138,303803,216335,1176,977,199,2425,1930,495,0,0,0,668,545,123
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,19,1600326,857707,742619,534155,349506,184649,8107,3152,4955,526048,346354,179694,4185,3003,1182,25246,15278,9968,33627,21126,12501,74184,56287,17897,115422,87311,28111,270711,161109,109602,587,504,83,1629,1328,301,0,0,0,457,408,49
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,20-24,13311974,6974638,6337336,1962387,1394676,567711,48914,18497,30417,1913473,1376179,537294,25261,16024,9237,44344,29100,15244,107974,68859,39115,209815,161458,48357,301072,241505,59567,719371,500418,218953,2319,2005,314,8745,7529,1216,493298,348174,145124,1274,1107,167
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,25-29,11792446,5981334,5811112,257110,196134,60976,10304,3751,6553,246806,192383,54423,11466,5744,5722,1491,749,742,1522,906,616,1303,947,356,19904,15689,4215,43068,33681,9387,415,366,49,1746,1588,158,165602,132458,33144,289,255,34
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,30-34,10814273,5339396,5474877,89427,61485,27942,9883,3625,6258,79544,57860,21684,9324,4259,5065,1231,586,645,1185,702,483,933,651,282,10847,8390,2457,15693,11902,3791,145,124,21,490,448,42,39613,30732,8881,83,66,17
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,35-59,33924676,17838912,16085764,148090,106546,41544,18851,7585,11266,129239,98961,30278,16458,9224,7234,2532,1493,1039,3450,2339,1111,2427,1883,544,23079,18957,4122,25901,20825,5076,306,267,39,799,727,72,54149,43144,11005,138,102,36
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,60+,11649468,6174894,5474574,27996,19856,8140,6095,2751,3344,21901,17105,4796,3054,2101,953,966,680,286,950,701,249,472,379,93,4348,3636,712,4063,3202,861,65,56,9,131,115,16,7818,6209,1609,34,26,8
C3311,09,00,0000,State - UTTAR PRADESH  09,Total,Age not stated,736911,407756,329155,8453,5578,2875,537,256,281,7916,5322,2594,683,433,250,350,214,136,165,117,48,97,70,27,1555,1066,489,1845,1213,632,14,11,3,31,24,7,3169,2169,1000,7,5,2
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,All ages,131658339,69157470,62500869,28017938,17069571,10948367,3281194,1737079,1544115,24736744,15332492,9404252,203069,113685,89384,12307309,7069698,5237611,6156414,3821745,2334669,3176292,2194061,982231,1673088,1203236,469852,859501,627017,232484,1871,1566,305,6909,6369,540,347295,291945,55350,4996,3170,1826
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,0-4,17211773,8888667,8323106,271364,146840,124524,271364,146840,124524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,5,4557919,2444394,2113525,596474,339689,256785,596474,339689,256785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,6,4489521,2337381,2152140,1297861,723079,574782,1297861,723079,574782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,7,3346064,1750926,1595138,1944947,1083495,861452,284831,149218,135613,1660116,934277,725839,13879,7849,6030,1645418,925959,719459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,469,350
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,8,5344951,2835660,2509291,3480782,1973830,1506952,271285,136918,134367,3209497,1836912,1372585,22418,12584,9834,3186238,1823858,1362380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,470,371
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,9,2743513,1440525,1302988,2033998,1135025,898973,100835,47630,53205,1933163,1087395,845768,10895,5855,5040,1756150,984686,771464,165760,96647,69113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,207,151
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,10,5676700,3094016,2582684,3966793,2332921,1633872,143329,66942,76387,3823464,2265979,1557485,24497,13791,10706,2848150,1663552,1184598,950259,588278,361981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,358,200
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,11,2066387,1111812,954575,1574333,912731,661602,38741,16655,22086,1535592,896076,639516,9038,5100,3938,809518,458050,351468,716832,432812,284020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,114,90
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,12,4559308,2485290,2074018,3137304,1893396,1243908,69712,29385,40327,3067592,1864011,1203581,18410,10346,8064,1164271,680917,483354,1656486,1027627,628859,228042,144903,83139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,218,165
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,13,2358494,1234033,1124461,1612500,952404,660096,26873,10082,16791,1585627,942322,643305,8937,4914,4023,331482,185095,146387,907122,544404,362718,337882,207782,130100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,127,77
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,14,2962358,1570447,1391911,1788784,1109717,679067,27524,10469,17055,1761260,1099248,662012,10471,5891,4580,235535,137962,97573,772839,479742,293097,742195,475512,266683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,141,79
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,15,3049087,1737622,1311465,1560333,1044008,516325,23667,9879,13788,1536666,1034129,502537,9652,5916,3736,127602,81272,46330,470159,312192,157967,671171,466386,204785,257864,168211,89653,0,0,0,0,0,0,0,0,0,0,0,0,218,152,66
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,16,2815458,1552845,1262613,1263687,848603,415084,18392,7420,10972,1245295,841183,404112,7866,4695,3171,70457,43814,26643,229627,149161,80466,507535,360977,146558,429619,282412,147207,0,0,0,0,0,0,0,0,0,0,0,0,191,124,67
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,17,1481394,824594,656800,615004,422361,192643,8280,3377,4903,606724,418984,187740,3741,2333,1408,24325,15090,9235,69083,44898,24185,194199,144987,49212,315268,211592,103676,0,0,0,0,0,0,0,0,0,0,0,0,108,84,24
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,18,3617749,2102835,1514914,1075102,790591,284511,18185,7979,10206,1056917,782612,274305,7814,5127,2687,48652,31667,16985,103707,71984,31723,276141,220566,55575,341650,268378,73272,277074,183322,93752,516,412,104,1151,1002,149,0,0,0,212,154,58
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,19,1135539,598830,536709,312737,223504,89233,5709,2244,3465,307028,221260,85768,2311,1449,862,19562,11863,7699,24990,16002,8988,54058,42551,11507,75346,60092,15254,129842,88513,41329,201,171,30,631,543,88,0,0,0,87,76,11
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,20-24,10086238,5184733,4901505,1161608,892467,269141,37822,13797,24025,1123786,878670,245116,16671,9266,7405,34463,22809,11654,84092,54328,29764,161360,127534,33826,209103,175272,33831,394354,306322,88032,764,656,108,3681,3453,228,218955,178739,40216,343,291,52
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,25-29,9188763,4620833,4567930,145610,115601,30009,9291,3261,6030,136319,112340,23979,9915,4505,5410,1236,598,638,1185,698,487,930,691,239,15043,12337,2706,27648,22736,4912,151,132,19,734,711,23,79392,69866,9526,85,66,19
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,30-34,8473730,4156074,4317656,59228,41314,17914,9035,3186,5849,50193,38128,12065,8622,3771,4851,1051,506,545,929,564,365,717,505,212,8252,6725,1527,10585,8667,1918,63,51,12,242,229,13,19680,17072,2608,52,38,14
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,35-59,26277823,13734372,12543451,96550,71677,24873,16382,6465,9917,80168,65212,14956,14785,8137,6648,2149,1267,882,2545,1787,758,1668,1342,326,16898,14783,2115,16682,14783,1899,143,119,24,401,372,29,24803,22554,2249,94,68,26
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,60+,9624525,5127585,4496940,17895,12820,5075,5188,2362,2826,12707,10458,2249,2585,1804,781,779,562,217,674,537,137,315,272,43,2995,2688,307,2248,1907,341,26,21,5,58,52,6,3013,2606,407,14,9,5
C3311,09,00,0000,State - UTTAR PRADESH  09,Rural,Age not stated,591045,323996,267049,5044,3498,1546,414,202,212,4630,3296,1334,562,352,210,271,171,100,125,84,41,79,53,26,1050,746,304,1068,767,301,7,4,3,11,7,4,1452,1108,344,5,4,1
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,All ages,34539582,18407899,16131683,9153767,5077055,4076712,1036729,542329,494400,8117038,4534726,3582312,51907,35134,16773,2784611,1536546,1248065,1883882,1032176,851706,1265270,704729,560541,957074,532722,424352,741289,409136,332153,3156,2744,412,9087,7320,1767,416354,270941,145413,4408,3278,1130
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,0-4,3509899,1852804,1657095,160061,85673,74388,160061,85673,74388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,5,914292,492822,421470,246502,135952,110550,246502,135952,110550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,6,941224,492965,448259,368544,197586,170958,368544,197586,170958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,7,749222,393840,355382,499808,268347,231461,60325,31179,29146,439483,237168,202315,2779,1537,1242,436371,235442,200929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,189,144
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,8,1161755,617920,543835,814283,443415,370868,55799,28269,27530,758484,415146,343338,4156,2349,1807,754013,412620,341393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,177,138
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,9,642765,338057,304708,494104,264281,229823,22518,10812,11706,471586,253469,218117,2135,1251,884,401378,217382,183996,67941,34755,33186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,81,51
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,10,1312725,711786,600939,962029,532416,429613,33277,15938,17339,928752,516478,412274,4857,2899,1958,584966,328927,256039,338672,184498,154174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,154,103
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,11,596750,318556,278194,471784,255529,216255,11280,5050,6230,460504,250479,210025,2396,1508,888,182924,102059,80865,275070,146837,128233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,75,39
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,12,1178966,634768,544198,866026,474368,391658,18298,7903,10395,847728,466465,381263,4142,2650,1492,223965,125996,97969,492604,271739,220865,126823,65963,60860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,117,77
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,13,689092,351471,337621,514615,267245,247370,8180,3149,5031,506435,264096,242339,2394,1538,856,68773,37415,31358,255641,136624,119017,179515,88448,91067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,71,41
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,14,909654,473876,435778,618044,329171,288873,9020,3473,5547,609024,325698,283326,3080,2012,1068,50959,28654,22305,201071,111316,89755,353765,183620,170145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,96,53
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,15,845183,455408,389775,533166,291369,241797,7087,2723,4364,526079,288646,237433,2738,1897,841,25370,14802,10568,105667,60760,44907,225493,128227,97266,166651,82860,83791,0,0,0,0,0,0,0,0,0,0,0,0,160,100,60
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,16,911841,480562,431279,523649,278568,245081,6713,2524,4189,516936,276044,240892,2846,1911,935,18179,10378,7801,61673,34466,27207,163320,94655,68665,270677,134483,136194,0,0,0,0,0,0,0,0,0,0,0,0,241,151,90
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,17,571296,309759,261537,331124,180479,150645,3746,1312,2434,327378,179167,148211,2046,1560,486,7767,4535,3232,22187,12666,9521,67534,42169,25365,227501,117978,109523,0,0,0,0,0,0,0,0,0,0,0,0,343,259,84
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,18,1152507,655091,497416,521082,299756,221326,6529,2686,3843,514553,297070,217483,3358,2518,840,13297,8012,5285,29023,17765,11258,78716,52920,25796,144705,93490,51215,243064,120481,122583,660,565,95,1274,928,346,0,0,0,456,391,65
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,19,464787,258877,205910,221418,126002,95416,2398,908,1490,219020,125094,93926,1874,1554,320,5684,3415,2269,8637,5124,3513,20126,13736,6390,40076,27219,12857,140869,72596,68273,386,333,53,998,785,213,0,0,0,370,332,38
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,20-24,3225736,1789905,1435831,800779,502209,298570,11092,4700,6392,789687,497509,292178,8590,6758,1832,9881,6291,3590,23882,14531,9351,48455,33924,14531,91969,66233,25736,325017,194096,130921,1555,1349,206,5064,4076,988,274343,169435,104908,931,816,115
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,25-29,2603683,1360501,1243182,111500,80533,30967,1013,490,523,110487,80043,30444,1551,1239,312,255,151,104,337,208,129,373,256,117,4861,3352,1509,15420,10945,4475,264,234,30,1012,877,135,86210,62592,23618,204,189,15
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,30-34,2340543,1183322,1157221,30199,20171,10028,848,439,409,29351,19732,9619,702,488,214,180,80,100,256,138,118,216,146,70,2595,1665,930,5108,3235,1873,82,73,9,248,219,29,19933,13660,6273,31,28,3
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,35-59,7646853,4104540,3542313,51540,34869,16671,2469,1120,1349,49071,33749,15322,1673,1087,586,383,226,157,905,552,353,759,541,218,6181,4174,2007,9219,6042,3177,163,148,15,398,355,43,29346,20590,8756,44,34,10
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,60+,2024943,1047309,977634,10101,7036,3065,907,389,518,9194,6647,2547,469,297,172,187,118,69,276,164,112,157,107,50,1353,948,405,1815,1295,520,39,35,4,73,63,10,4805,3603,1202,20,17,3
C3311,09,00,0000,State - UTTAR PRADESH  09,Urban,Age not stated,145866,83760,62106,3409,2080,1329,123,54,69,3286,2026,1260,121,81,40,79,43,36,40,33,7,18,17,1,505,320,185,777,446,331,7,7,0,20,17,3,1717,1061,656,2,1,1
C3311,10,00,0000,State - BIHAR  10,Total,All ages,82998509,43243795,39754714,13728783,8569438,5159345,1427285,778926,648359,12301498,7790512,4510986,156119,99009,57110,5612404,3339380,2273024,3074389,1913727,1160662,1652991,1096583,556408,931696,656971,274725,615020,470376,144644,4395,3769,626,7253,6213,1040,242076,200932,41144,5155,3552,1603
C3311,10,00,0000,State - BIHAR  10,Total,0-4,11006072,5623280,5382792,136675,75300,61375,136675,75300,61375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Total,5,2794120,1472925,1321195,252403,145534,106869,252403,145534,106869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Total,6,3005871,1556500,1449371,550690,313914,236776,550690,313914,236776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Total,7,1923438,996424,927014,811564,463801,347763,113572,61451,52121,697992,402350,295642,6454,3640,2814,691345,398594,292751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,116,77
C3311,10,00,0000,State - BIHAR  10,Total,8,3618492,1911110,1707382,1706769,1002710,704059,132816,70401,62415,1573953,932309,641644,13691,7781,5910,1559904,924344,635560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,184,174
C3311,10,00,0000,State - BIHAR  10,Total,9,1462381,768304,694077,827316,480589,346727,40547,20448,20099,786769,460141,326628,6032,3448,2584,683435,398689,284746,97139,57910,39229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,94,69
C3311,10,00,0000,State - BIHAR  10,Total,10,3847307,2083648,1763659,2051733,1247809,803924,71310,35811,35499,1980423,1211998,768425,16457,9806,6651,1384778,839470,545308,578702,362437,216265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,285,201
C3311,10,00,0000,State - BIHAR  10,Total,11,1089485,581455,508030,676623,400617,276006,15539,7195,8344,661084,393422,267662,5294,3267,2027,316417,184428,131989,339201,205609,133592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,118,54
C3311,10,00,0000,State - BIHAR  10,Total,12,3112657,1696778,1415879,1699313,1048802,650511,33341,15370,17971,1665972,1033432,632540,13557,8334,5223,574484,349713,224771,883568,553036,330532,193811,121994,71817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,355,197
C3311,10,00,0000,State - BIHAR  10,Total,13,1241128,654351,586777,718061,428166,289895,10166,4137,6029,707895,424029,283866,5578,3446,2132,137042,79350,57692,351431,210626,140805,213615,130481,83134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,126,103
C3311,10,00,0000,State - BIHAR  10,Total,14,1773200,953969,819231,918566,566283,352283,11336,4586,6750,907230,561697,345533,9540,5758,3782,109632,65279,44353,339158,206555,132603,448606,283912,164694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,193,101
C3311,10,00,0000,State - BIHAR  10,Total,15,1800531,1044419,756112,763434,504744,258690,9480,4306,5174,753954,500438,253516,11414,7372,4042,62823,40425,22398,214017,139980,74037,299768,203847,95921,165695,108667,57028,0,0,0,0,0,0,0,0,0,0,0,0,237,147,90
C3311,10,00,0000,State - BIHAR  10,Total,16,1685072,932540,752532,636870,417580,219290,7205,3089,4116,629665,414491,215174,14309,9008,5301,34323,21476,12847,117232,74030,43202,217643,147175,70468,245945,162674,83271,0,0,0,0,0,0,0,0,0,0,0,0,213,128,85
C3311,10,00,0000,State - BIHAR  10,Total,17,737694,402484,335210,274274,182675,91599,2593,1067,1526,271681,181608,90073,6896,4538,2358,10516,6496,4020,32433,20480,11953,67954,46554,21400,153769,103459,50310,0,0,0,0,0,0,0,0,0,0,0,0,113,81,32
C3311,10,00,0000,State - BIHAR  10,Total,18,2297248,1308137,989111,584696,429279,155417,6999,3249,3750,577697,426030,151667,15469,11175,4294,20656,13902,6754,60637,42667,17970,123379,94329,29050,171553,128904,42649,183307,132882,50425,1157,952,205,1224,998,226,0,0,0,315,221,94
C3311,10,00,0000,State - BIHAR  10,Total,19,669643,341063,328580,168309,120703,47606,1934,795,1139,166375,119908,46467,3620,2542,1078,6584,4190,2394,12112,8040,4072,22112,16594,5518,39653,29486,10167,81153,58121,23032,443,380,63,541,437,104,0,0,0,157,118,39
C3311,10,00,0000,State - BIHAR  10,Total,20-24,6323193,3180063,3143130,725690,559653,166037,14053,5466,8587,711637,554187,157450,15816,11781,4035,17680,11438,6242,44993,29860,15133,64081,50224,13857,133088,106422,26666,295260,232669,62591,2036,1782,254,3832,3270,562,133788,105865,27923,1063,876,187
C3311,10,00,0000,State - BIHAR  10,Total,25-29,5908308,2894706,3013602,127418,107664,19754,2622,962,1660,124796,106702,18094,2671,1514,1157,591,312,279,771,457,314,437,291,146,10787,8806,1981,36457,31232,5225,396,350,46,1066,971,95,71244,62445,8799,376,324,52
C3311,10,00,0000,State - BIHAR  10,Total,30-34,5549787,2713871,2835916,36862,28992,7870,2598,949,1649,34264,28043,6221,2157,1119,1038,487,252,235,619,378,241,321,231,90,3704,2768,936,8396,6927,1469,140,116,24,265,232,33,18083,15942,2141,92,78,14
C3311,10,00,0000,State - BIHAR  10,Total,35-59,17473783,9101858,8371925,48572,35406,13166,8306,3506,4800,40266,31900,8366,5645,3429,2216,1170,666,504,1786,1203,583,1016,741,275,5897,4516,1381,8112,6674,1438,178,151,27,263,251,12,16083,14180,1903,116,89,27
C3311,10,00,0000,State - BIHAR  10,Total,60+,5501274,2922005,2579269,11196,8015,3181,2925,1314,1611,8271,6701,1570,1352,937,415,453,309,144,553,433,120,239,203,36,1272,1044,228,1816,1482,334,45,38,7,56,49,7,2462,2189,273,23,17,6
C3311,10,00,0000,State - BIHAR  10,Total,Age not stated,177825,103905,73920,1749,1202,547,175,76,99,1574,1126,448,167,114,53,84,47,37,37,26,11,9,7,2,333,225,108,519,389,130,0,0,0,6,5,1,416,311,105,3,2,1
C3311,10,00,0000,State - BIHAR  10,Rural,All ages,74316709,38594996,35721713,11393075,7218932,4174143,1226535,673597,552938,10166540,6545335,3621205,127647,81432,46215,4902705,2948764,1953941,2621595,1662647,958948,1320017,908228,411789,672776,502998,169778,375161,311621,63540,3098,2765,333,4392,3910,482,135326,120434,14892,3823,2536,1287
C3311,10,00,0000,State - BIHAR  10,Rural,0-4,10083847,5146939,4936908,107036,59455,47581,107036,59455,47581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Rural,5,2558184,1347427,1210757,205119,119321,85798,205119,119321,85798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Rural,6,2756458,1426723,1329735,470331,270786,199545,470331,270786,199545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,10,00,0000,State - BIHAR  10,Rural,7,1735976,899493,836483,689342,398542,290800,102672,55957,46715,586670,342585,244085,5558,3152,2406,580971,339349,241622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,84,57
C3311,10,00,0000,State - BIHAR  10,Rural,8,3303385,1744873,1558512,1492471,885585,606886,121945,65066,56879,1370526,820519,550007,12211,6985,5226,1358017,813386,544631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,148,150
